x_px,y_px,nu,mu
-9.587981224160323501e-01,1.594310893961673870e+01
-9.572032274366023552e-01,1.578382784520339044e+01
-9.556083324571723603e-01,1.562454675079004573e+01
-9.540134374777423654e-01,1.547522072477753952e+01
-9.524185424983122594e-01,1.534082730136628214e+01
-9.508236475188822645e-01,1.520643387795502477e+01
-9.492287525394522696e-01,1.507204045454376384e+01
-9.476338575600222747e-01,1.493764703113250647e+01
-9.460389625805922797e-01,1.481320867612208048e+01
-9.444440676011622848e-01,1.468379278691123702e+01
-9.428491726217322899e-01,1.455935443190081457e+01
-9.412542776423022950e-01,1.443491607689039213e+01
-9.396593826628723001e-01,1.432043279028079752e+01
-9.380644876834423052e-01,1.419599443527037153e+01
-9.364695927040121992e-01,1.407653361446036655e+01
-9.348746977245822043e-01,1.395209525944994056e+01
-9.332798027451522094e-01,1.384258950704077051e+01
-9.316849077657222145e-01,1.372810622043117945e+01
-9.300900127862921085e-01,1.361362293382158839e+01
-9.284951178068621136e-01,1.349913964721199733e+01
-9.269002228274321187e-01,1.338963389480282729e+01
-9.253053278480021238e-01,1.328012814239365014e+01
-9.237104328685721288e-01,1.317062238998447299e+01
-9.221155378891421339e-01,1.306609417177572041e+01
-9.205206429097121390e-01,1.296156595356696428e+01
-9.189257479302821441e-01,1.285703773535820460e+01
-9.173308529508521492e-01,1.275748705134986594e+01
-9.157359579714221542e-01,1.265793636734152727e+01
-9.141410629919921593e-01,1.255838568333318861e+01
-9.125461680125621644e-01,1.245883499932484995e+01
-9.109512730331320585e-01,1.236426184951692520e+01
-9.093563780537020635e-01,1.226471116550858298e+01
-9.077614830742720686e-01,1.217511554990107925e+01
-9.061665880948420737e-01,1.208551993429357552e+01
-9.045716931154119678e-01,1.200587938708690317e+01
-9.029767981359819728e-01,1.192126130567981690e+01
-9.013819031565519779e-01,1.184162075847314455e+01
-8.997870081771219830e-01,1.176198021126646864e+01
-8.981921131976919881e-01,1.168731719826021731e+01
-8.965972182182619932e-01,1.160269911685312749e+01
-8.950023232388319983e-01,1.152305856964645514e+01
-8.934074282594020033e-01,1.144341802243978279e+01
-8.918125332799720084e-01,1.135879994103269652e+01
-8.902176383005420135e-01,1.127418185962560671e+01
-8.886227433211120186e-01,1.119951884661935182e+01
-8.870278483416819126e-01,1.111987829941267947e+01
-8.854329533622519177e-01,1.104521528640642458e+01
-8.838380583828219228e-01,1.098050734180100463e+01
-8.822431634033919279e-01,1.091579939719558467e+01
-8.806482684239618219e-01,1.084113638418932979e+01
-8.790533734445318270e-01,1.077642843958390984e+01
-8.774584784651018321e-01,1.070674296077807242e+01
-8.758635834856718372e-01,1.063705748197223500e+01
-8.742686885062418423e-01,1.056737200316639758e+01
-8.726737935268118473e-01,1.050764159276139509e+01
-8.710788985473818524e-01,1.044293364815597158e+01
-8.694840035679518575e-01,1.038818077195138656e+01
-8.678891085885218626e-01,1.032347282734596305e+01
-8.662942136090918677e-01,1.026871995114137448e+01
-8.646993186296618727e-01,1.021894460913721048e+01
-8.631044236502318778e-01,1.017912433553387075e+01
-8.615095286708017719e-01,1.013432652773012066e+01
-8.599146336913717770e-01,1.007459611732511462e+01
-8.583197387119417821e-01,9.985000501717607335e+00
-8.567248437325117871e-01,9.895404886110103604e+00
-8.551299487530816812e-01,9.800831736302182406e+00
-8.535350537736516863e-01,9.711236120694678675e+00
-8.519401587942216914e-01,9.651505710289672635e+00
-8.503452638147916964e-01,9.616662970886750372e+00
-8.487503688353617015e-01,9.576842697283417749e+00
-8.471554738559317066e-01,9.537022423680081573e+00
-8.455605788765017117e-01,9.487247081675910465e+00
-8.439656838970717168e-01,9.427516671270907977e+00
-8.423707889176417218e-01,9.367786260865901937e+00
-8.407758939382117269e-01,9.308055850460899450e+00
-8.391809989587817320e-01,9.248325440055896962e+00
-8.375861039793517371e-01,9.188595029650894475e+00
-8.359912089999216311e-01,9.128864619245888434e+00
-8.343963140204916362e-01,9.059179140440051015e+00
-8.328014190410616413e-01,8.989493661634213595e+00
-8.312065240616315354e-01,8.919808182828372622e+00
-8.296116290822015404e-01,8.845145169822121289e+00
-8.280167341027715455e-01,8.775459691016283870e+00
-8.264218391233415506e-01,8.710751746410863916e+00
-8.248269441439115557e-01,8.646043801805440410e+00
-8.232320491644815608e-01,8.586313391400437922e+00
-8.216371541850515658e-01,8.536538049396266814e+00
-8.200422592056215709e-01,8.481785173191681793e+00
-8.184473642261915760e-01,8.427032296987093218e+00
-8.168524692467615811e-01,8.367301886582087178e+00
-8.152575742673315862e-01,8.302593941976667224e+00
-8.136626792879015913e-01,8.232908463170829805e+00
-8.120677843084714853e-01,8.158245450164574919e+00
-8.104728893290414904e-01,8.083582437158323586e+00
-8.088779943496114955e-01,8.013896958352482613e+00
-8.072830993701815006e-01,7.949189013747062660e+00
-8.056882043907513946e-01,7.899413671742891552e+00
-8.040933094113213997e-01,7.879503534941225240e+00
-8.024984144318914048e-01,7.879503534941228793e+00
-8.009035194524614099e-01,7.894436137542477638e+00
-7.993086244730314149e-01,7.914346274344143950e+00
-7.977137294936014200e-01,7.924301342744978882e+00
-7.961188345141714251e-01,7.904391205943309018e+00
-7.945239395347414302e-01,7.864570932339972842e+00
-7.929290445553114353e-01,7.804840521934973907e+00
-7.913341495758814403e-01,7.730177508928719021e+00
-7.897392545964514454e-01,7.645559427521625651e+00
-7.881443596170214505e-01,7.565918880314956851e+00
-7.865494646375913446e-01,7.491255867308698413e+00
-7.849545696581613496e-01,7.421570388502864546e+00
-7.833596746787313547e-01,7.356862443897441040e+00
