nu,mu_meV,E_meV
2.534636591478696688e-01,9.597572879728813788e+00,2.927485889225966975e+00
2.541203007518796908e-01,9.589991549256163594e+00,2.933785565767814241e+00
2.547769423558897128e-01,9.582420007472936874e+00,2.940080267306489858e+00
2.554335839598997349e-01,9.574858216560546254e+00,2.946370000257237720e+00
2.560902255639097569e-01,9.567306138943312277e+00,2.952654771010548629e+00
2.567468671679197789e-01,9.559763737286257168e+00,2.958934585932318395e+00
2.574035087719298009e-01,9.552230974492974980e+00,2.965209451364005488e+00
2.580601503759398230e-01,9.544707813703489307e+00,2.971479373622786913e+00
2.587167919799499005e-01,9.537194218292155412e+00,2.977744359001713192e+00
2.593734335839599225e-01,9.529690151865578329e+00,2.984004413769860253e+00
2.600300751879699446e-01,9.522195578260557625e+00,2.990259544172483075e+00
2.606867167919799666e-01,9.514710461542046360e+00,2.996509756431164906e+00
2.613433583959899886e-01,9.507234766001154469e+00,3.002755056743967366e+00
2.620000000000000107e-01,9.499768456153148577e+00,3.008995451285576994e+00
2.629757785467127795e-01,9.499931832794031195e+00,3.018265201253540475e+00
2.634700939199209335e-01,9.499931832794031195e+00,3.022961163602920109e+00
2.639644092931290320e-01,9.499931832794031195e+00,3.027657125952299300e+00
2.644587246663371305e-01,9.499931832794031195e+00,3.032353088301678490e+00
2.649530400395452290e-01,9.499931832794031195e+00,3.037049050651057680e+00
2.654473554127533275e-01,9.499295784427168599e+00,3.041744855796193914e+00
2.659416707859614259e-01,9.498659736060306003e+00,3.046440346532844234e+00
2.664359861591695244e-01,9.498023687693443406e+00,3.051135522861008642e+00
2.669303015323776784e-01,9.496751590959719991e+00,3.055830227576445068e+00
2.674246169055857769e-01,9.494843445859132203e+00,3.060524146270666268e+00
2.679189322787938754e-01,9.491663204024820999e+00,3.065216807330943816e+00
2.684132476520019739e-01,9.487846913823648975e+00,3.069907739144549286e+00
2.689075630252100724e-01,9.484030623622473399e+00,3.074596784507239722e+00
2.694018783984181709e-01,9.480850381788162196e+00,3.079284100623258080e+00
2.698961937716263249e-01,9.478942236687576184e+00,3.083970159105333675e+00
2.703905091448344233e-01,9.480214333421301376e+00,3.088656060383165869e+00
2.708848245180425218e-01,9.484030623622473399e+00,3.093343219294941271e+00
2.713791398912506203e-01,9.491027155657960179e+00,3.098033050678846489e+00
2.718734552644587188e-01,9.500567881160893791e+00,3.102726969373067689e+00
2.723677706376668173e-01,9.513288848498138606e+00,3.107426390215791034e+00
2.728620860108749158e-01,9.526645864202247793e+00,3.112132256432474264e+00
2.733564013840830698e-01,9.538730783172630012e+00,3.116844410818874866e+00
2.738507167572911682e-01,9.546363363574977612e+00,3.121561438536805344e+00
2.743450321304992667e-01,9.550815702143012231e+00,3.126281453135351551e+00
2.748393475037073652e-01,9.551451750509876604e+00,3.131002725367840966e+00
2.753336628769154637e-01,9.547635460308701028e+00,3.135723211579116043e+00
2.758279782501235622e-01,9.539366831539492608e+00,3.140440710909775390e+00
2.763222936233316607e-01,9.527281912569108613e+00,3.145153179704661461e+00
2.768166089965398147e-01,9.512652800131277786e+00,3.149859045921345135e+00
2.773109243697479132e-01,9.496751590959719991e+00,3.154557366334368229e+00
2.778052397429560116e-01,9.480214333421301376e+00,3.159247669331002317e+00
2.782995551161641101e-01,9.463041027516020165e+00,3.163929640502761487e+00
2.787938704893722086e-01,9.445867721610737178e+00,3.168603122645402781e+00
2.792881858625803071e-01,9.428694415705455967e+00,3.173268115758926200e+00
2.797825012357884056e-01,9.412793206533898172e+00,3.177924934251817657e+00
2.802768166089965596e-01,9.397528045729204749e+00,3.182574049736806465e+00
2.807711319822046581e-01,9.384171030025097338e+00,3.187216091030863119e+00
2.812654473554127565e-01,9.374630304522161950e+00,3.191852472972174670e+00
2.817597627286208550e-01,9.370814014320988150e+00,3.196485553624385023e+00
2.822540781018289535e-01,9.373994256155299354e+00,3.201118477072352420e+00
2.827483934750370520e-01,9.386079175125683349e+00,3.205755173422149884e+00
2.832427088482452060e-01,9.404524577764689752e+00,3.210399415575608373e+00
2.837370242214533045e-01,9.432510705906629767e+00,3.215055133638799578e+00
2.842313395946614030e-01,9.468129414450917380e+00,3.219726572126282882e+00
2.847256549678695015e-01,9.508200461563241390e+00,3.224416717918674014e+00
2.852199703410775999e-01,9.551451750509876604e+00,3.229127457466887563e+00
2.857142857142856984e-01,9.595339087823372637e+00,3.233859733996381713e+00
2.862086010874937969e-01,9.636682231669420062e+00,3.238613075894427151e+00
2.867029164607019509e-01,9.676753278781744072e+00,3.243386539935567470e+00
2.871972318339100494e-01,9.707919648757995290e+00,3.248177610851914476e+00
2.876915472071181479e-01,9.730817389965038089e+00,3.252982044128909678e+00
2.881858625803262464e-01,9.745446502402870692e+00,3.257795752456237093e+00
2.886801779535343448e-01,9.751170937704630504e+00,3.262614491319338228e+00
2.891744933267424433e-01,9.749262792604042716e+00,3.267434173407897102e+00
2.896688086999505418e-01,9.740358115467971700e+00,3.272251183024326160e+00
2.901631240731586958e-01,9.724456906296413905e+00,3.277062061675281690e+00
2.906574394463667943e-01,9.707283600391132694e+00,3.281864765705604814e+00
2.911517548195748928e-01,9.689474246118990663e+00,3.286658823502567106e+00
2.916460701927829913e-01,9.670392795113121664e+00,3.291443763453440141e+00
2.921403855659910898e-01,9.651311344107252665e+00,3.296219271149737562e+00
2.926347009391991882e-01,9.631593844734522847e+00,3.300985189387216856e+00
2.931290163124073422e-01,9.610604248628067836e+00,3.305741046553149598e+00
2.936233316856154407e-01,9.589614652521611049e+00,3.310486528239048987e+00
2.941176470588235392e-01,9.566716911314570027e+00,3.315221162832187041e+00
2.946119624320316377e-01,9.542547073373803812e+00,3.319944164311348533e+00
2.951062778052397362e-01,9.517105138699312405e+00,3.324654903859562083e+00
2.956005931784478347e-01,9.489755058924234987e+00,3.329352595455613351e+00
2.960949085516559331e-01,9.460496834048569781e+00,3.334036295874044598e+00
2.965892239248640871e-01,9.430602560806043755e+00,3.338705376297884442e+00
2.970835392980721856e-01,9.398800142462928164e+00,3.343359207910160613e+00
2.975778546712802841e-01,9.366361675752953531e+00,3.347997161893901286e+00
2.980721700444883826e-01,9.333287160676114524e+00,3.352618923840620990e+00
2.985664854176964811e-01,9.299576597232414699e+00,3.357224179341834258e+00
2.990608007909045796e-01,9.265229985421850500e+00,3.361812613989054732e+00
2.995551161641126781e-01,9.231519421978150675e+00,3.366384227782282412e+00
3.000494315373208321e-01,9.197808858534450849e+00,3.370939177925761143e+00
3.005437469105289305e-01,9.164734343457611843e+00,3.375477621623732549e+00
3.010380622837370290e-01,9.133567973481358848e+00,3.380000187693168900e+00
3.015323776569451275e-01,9.102401603505107630e+00,3.384507347746798622e+00
3.020266930301532260e-01,9.072507330262581604e+00,3.388999416193108072e+00
3.025210084033613245e-01,9.045157250487504186e+00,3.393477336257554544e+00
3.030153237765694785e-01,9.019715315813012779e+00,3.397942208369838735e+00
3.035096391497775770e-01,8.995545477872244788e+00,3.402394818551174538e+00
3.040039545229856754e-01,8.973919833398928958e+00,3.406836110027020137e+00
3.044982698961937739e-01,8.953566285659334767e+00,3.411267026022832827e+00
3.049925852694018724e-01,8.935756931387192736e+00,3.415688509764070346e+00
3.054869006426099709e-01,8.920491770582497537e+00,3.420101818884675904e+00
3.059812160158180694e-01,8.906498706511527530e+00,3.424507896610106794e+00
3.064755313890262234e-01,8.893141690807418343e+00,3.428907214553092775e+00
3.069698467622343219e-01,8.881692820203898719e+00,3.433300401530604340e+00
3.074641621354424204e-01,8.870879997967239916e+00,3.437688086359613315e+00
3.079584775086505188e-01,8.860067175730581113e+00,3.442070426244363102e+00
3.084527928818586173e-01,8.849254353493922309e+00,3.446447421184853699e+00
3.089471082550667158e-01,8.838441531257263506e+00,3.450819071181084663e+00
3.094414236282748143e-01,8.826992660653742107e+00,3.455185219028813481e+00
3.099357390014829683e-01,8.815543790050222484e+00,3.459545707523797642e+00
3.104300543746910668e-01,8.803458871079838488e+00,3.463900379461793300e+00
3.109243697478991653e-01,8.790737903742591897e+00,3.468248920434314986e+00
3.114186851211072637e-01,8.778016936405347082e+00,3.472591173237119744e+00
3.119130004943153622e-01,8.765295969068102266e+00,3.476927137870207574e+00
3.124073158675234607e-01,8.751938953363993079e+00,3.481256657129335519e+00
3.129016312407315592e-01,8.737945889293023072e+00,3.485579416606017666e+00
3.133959466139397132e-01,8.723952825222053065e+00,3.489895259096011948e+00
3.138902619871478117e-01,8.709323712784222238e+00,3.494204027395074075e+00
3.143845773603559102e-01,8.695330648713252231e+00,3.498505721503204935e+00
3.148788927335640087e-01,8.680701536275419627e+00,3.502800341420404084e+00
3.153732081067721071e-01,8.665436375470724428e+00,3.507087572738186054e+00
3.158675234799802056e-01,8.649535166299166633e+00,3.511367101048064931e+00
3.163618388531883596e-01,8.634270005494473210e+00,3.515638926350041160e+00
3.168561542263964581e-01,8.618368796322915415e+00,3.519903048644113408e+00
3.173504695996045566e-01,8.602467587151359396e+00,3.524159310726039607e+00
3.178447849728126551e-01,8.585294281246078185e+00,3.528407398187333843e+00
3.183391003460207536e-01,8.568120975340796974e+00,3.532646996619510649e+00
3.188334157192288520e-01,8.550311621068651391e+00,3.536877948818326622e+00
3.193277310924369505e-01,8.532502266796509360e+00,3.541100097579538808e+00
3.198220464656451045e-01,8.514056864157502957e+00,3.545313285698905137e+00
3.203163618388532030e-01,8.495611461518496554e+00,3.549517355972181321e+00
3.208106772120613015e-01,8.477166058879490151e+00,3.553712308399368247e+00
3.213049925852694000e-01,8.458084607873622929e+00,3.557897985776222516e+00
3.217993079584774985e-01,8.438367108500891334e+00,3.562074073694258658e+00
3.222936233316855970e-01,8.419285657495024111e+00,3.566240572153476673e+00
3.227879387048936954e-01,8.400204206489155112e+00,3.570397638358119075e+00
3.232822540781018494e-01,8.381122755483286113e+00,3.574545272308186750e+00
3.237765694513099479e-01,8.361405256110556294e+00,3.578683316799435854e+00
3.242708848245180464e-01,8.341051708370963880e+00,3.582811457423380919e+00
3.247652001977261449e-01,8.321334208998232285e+00,3.586929694180021944e+00
3.252595155709342434e-01,8.302252757992365062e+00,3.591038341477844398e+00
3.257538309441423419e-01,8.282535258619633467e+00,3.595137399316848725e+00
3.262481463173504959e-01,8.262181710880041052e+00,3.599226553288549457e+00
3.267424616905585943e-01,8.241828163140448638e+00,3.603305646188702749e+00
3.272367770637666928e-01,8.222746712134579639e+00,3.607374992425794957e+00
3.277310924369747913e-01,8.204937357862435832e+00,3.611435220816797464e+00
3.282254078101828898e-01,8.188400100324017217e+00,3.615486960178682541e+00
3.287197231833909883e-01,8.177587278087358413e+00,3.619531939758121819e+00
3.292140385565990868e-01,8.176951229720495817e+00,3.623574089661188324e+00
3.297083539298072408e-01,8.189036148690879813e+00,3.627619069240628047e+00
3.302026693030153393e-01,8.214478083365371219e+00,3.631673323870399539e+00
3.306969846762234377e-01,8.254549130477693453e+00,3.635743770537191999e+00
3.311913000494315362e-01,8.309249290027850066e+00,3.639837640636180094e+00
3.316856154226396347e-01,8.377306465282112313e+00,3.643961851154052134e+00
3.321799307958477332e-01,8.454904366039311725e+00,3.648122061443553221e+00
3.326742461690558317e-01,8.537590653731406576e+00,3.652321887202270467e+00
3.331685615422639857e-01,8.621549038157226619e+00,3.656562900472633881e+00
3.336628769154720842e-01,8.704871374216185842e+00,3.660845258458885088e+00
3.341571922886801826e-01,8.782469274973383477e+00,3.665167389118595853e+00
3.346515076618882811e-01,8.849890401860784905e+00,3.669525362345692709e+00
3.351458230350963796e-01,8.903954513044077146e+00,3.673913361583187598e+00
3.356401384083044781e-01,8.943389511789538560e+00,3.678324469844392208e+00
3.361344537815126321e-01,8.968831446464029966e+00,3.682751612938375274e+00
3.366287691547207306e-01,8.980916365434413962e+00,3.687188031082690109e+00
3.371230845279288291e-01,8.981552413801274781e+00,3.691627593311863631e+00
3.376173999011369276e-01,8.972647736665203766e+00,3.696065111885879162e+00
3.381117152743450260e-01,8.959290720961096355e+00,3.700497128311392103e+00
3.386060306475531245e-01,8.945933705256988944e+00,3.704922542158702647e+00
3.391003460207612230e-01,8.932576689552881533e+00,3.709341353427810350e+00
3.395946613939693770e-01,8.919219673848772345e+00,3.713753562118715656e+00
3.400889767671774755e-01,8.907770803245250946e+00,3.718159639844146547e+00
3.405832921403855740e-01,8.896321932641731323e+00,3.722560058216832335e+00
3.410776075135936725e-01,8.886781207138795935e+00,3.726955288849501891e+00
3.415719228868017709e-01,8.879148626736448335e+00,3.731346274967612509e+00
3.420662382600098694e-01,8.872788143067825928e+00,3.735733802592378527e+00
3.425605536332179679e-01,8.868335804499789532e+00,3.740118657745015174e+00
3.430548690064261219e-01,8.865155562665478328e+00,3.744501626446737230e+00
3.435491843796342204e-01,8.861339272464306305e+00,3.748882865901786321e+00
3.440434997528423189e-01,8.858795078996855921e+00,3.753262533314406291e+00
3.445378151260504174e-01,8.855614837162544717e+00,3.757640785888840096e+00
3.450321304992585159e-01,8.851162498594508321e+00,3.762017152012358867e+00
3.455264458724666143e-01,8.846710160026473702e+00,3.766391317276476691e+00
3.460207612456747128e-01,8.840985724724712114e+00,3.770762967272707655e+00
3.465150766188828668e-01,8.835261289422952302e+00,3.775131787592566734e+00
3.470093919920909653e-01,8.830808950854915906e+00,3.779498092644538509e+00
3.475037073652990638e-01,8.825084515553156095e+00,3.783861882428623424e+00
3.479980227385071623e-01,8.820632176985119699e+00,3.788223156944821479e+00
3.484923381117152608e-01,8.816815886783945899e+00,3.792582387805861543e+00
3.489866534849233592e-01,8.811091451482186088e+00,3.796939260603258148e+00
3.494809688581315132e-01,8.805367016180424500e+00,3.801293303724282424e+00
3.499752842313396117e-01,8.798370484144939496e+00,3.805644202760447570e+00
3.504695996045477102e-01,8.788829758642005885e+00,3.809991014486297178e+00
3.509639149777558087e-01,8.777380888038484485e+00,3.814332638472130110e+00
3.514582303509639072e-01,8.763387823967514478e+00,3.818667974288246114e+00
3.519525457241720057e-01,8.746850566429095863e+00,3.822995764300701982e+00
3.524468610973801042e-01,8.729041212156952056e+00,3.827315065284039974e+00
3.529411764705882582e-01,8.709323712784222238e+00,3.831625091217046197e+00
3.534354918437963566e-01,8.688334116677765451e+00,3.835925056078504980e+00
3.539298072170044551e-01,8.667344520571310440e+00,3.840214645459930853e+00
3.544241225902125536e-01,8.646990972831718025e+00,3.844494016565566774e+00
3.549184379634206521e-01,8.626001376725263015e+00,3.848763169395412742e+00
3.554127533366287506e-01,8.606283877352533196e+00,3.853022261153711714e+00
3.559070687098368491e-01,8.587838474713526793e+00,3.857271920657435516e+00
3.564013840830450031e-01,8.570665168808245582e+00,3.861512776723555973e+00
3.568956994562531015e-01,8.554763959636687787e+00,3.865745458169044024e+00
3.573900148294612000e-01,8.540134847198855184e+00,3.869970593810871939e+00
3.578843302026692985e-01,8.526141783127885176e+00,3.874188655261768144e+00
3.583786455758773970e-01,8.513420815790640361e+00,3.878400114134461507e+00
3.588729609490854955e-01,8.501971945187118962e+00,3.882605599245923855e+00
3.593672763222936495e-01,8.491159122950460159e+00,3.886805582208884502e+00
3.598615916955017480e-01,8.480346300713801355e+00,3.891000220227585515e+00
3.603559070687098465e-01,8.471441623577730340e+00,3.895189984914755765e+00
3.608502224419179449e-01,8.462536946441657548e+00,3.899375347883124121e+00
3.613445378151260434e-01,8.454268317672449129e+00,3.903556466336933983e+00
3.618388531883341419e-01,8.447271785636964125e+00,3.907733811888913333e+00
3.623331685615422404e-01,8.439639205234616526e+00,3.911907541743305572e+00
3.628274839347503944e-01,8.432006624832268926e+00,3.916077498695868186e+00
3.633217993079584929e-01,8.424374044429921327e+00,3.920243682746600289e+00
3.638161146811665914e-01,8.415469367293850311e+00,3.924405779487016410e+00
3.643104300543746898e-01,8.406564690157777520e+00,3.928563474508630637e+00
3.648047454275827883e-01,8.397660013021706504e+00,3.932716767811442971e+00
3.652990608007908868e-01,8.388119287518771117e+00,3.936865502191210897e+00
3.657933761739989853e-01,8.378578562015837505e+00,3.941009520443691017e+00
3.662876915472071393e-01,8.369037836512903894e+00,3.945148822568883773e+00
3.667820069204152378e-01,8.361405256110556294e+00,3.949283880179517148e+00
3.672763222936233363e-01,8.353772675708208695e+00,3.953415164888320454e+00
3.677706376668314348e-01,8.347412192039586287e+00,3.957542991103779606e+00
3.682649530400395332e-01,8.341051708370963880e+00,3.961667673234380072e+00
3.687592684132476317e-01,8.334691224702339696e+00,3.965789211280122295e+00
3.692535837864557857e-01,8.329602837767442480e+00,3.969907919649492190e+00
3.697478991596638842e-01,8.324514450832543488e+00,3.974024112750975224e+00
3.702422145328719827e-01,8.318790015530783677e+00,3.978137633380328442e+00
3.707365299060800812e-01,8.313701628595886461e+00,3.982248481537551843e+00
3.712308452792881797e-01,8.307977193294124874e+00,3.986356657222645872e+00
3.717251606524962781e-01,8.302888806359227658e+00,3.990462160435610084e+00
3.722194760257043766e-01,8.298436467791191262e+00,3.994565305584930393e+00
3.727137913989125306e-01,8.293348080856292270e+00,3.998666092670607242e+00
3.732081067721206291e-01,8.288895742288257651e+00,4.002764521692640187e+00
3.737024221453287276e-01,8.284443403720221255e+00,4.006860749855271742e+00
3.741967375185368261e-01,8.279991065152184859e+00,4.010954777158502793e+00
3.746910528917449246e-01,8.275538726584148463e+00,4.015046603602332453e+00
3.751853682649530231e-01,8.271086388016112068e+00,4.019136229186761611e+00
3.756796836381611215e-01,8.266634049448077448e+00,4.023223653911789377e+00
3.761739990113692755e-01,8.262181710880041052e+00,4.027308877777416640e+00
3.766683143845773740e-01,8.257729372312004656e+00,4.031391900783643401e+00
3.771626297577854725e-01,8.253277033743970037e+00,4.035472722930468770e+00
3.776569451309935710e-01,8.249460743542794461e+00,4.039551501422136148e+00
3.781512605042016695e-01,8.245644453341622437e+00,4.043628393462888937e+00
3.786455758774097680e-01,8.242464211507311234e+00,4.047703556256968760e+00
3.791398912506179220e-01,8.239920018039860850e+00,4.051777304212863307e+00
3.796342066238260204e-01,8.238011872939274838e+00,4.055849951739056714e+00
3.801285219970341189e-01,8.236739776205549646e+00,4.059921813244035782e+00
3.806228373702422174e-01,8.235467679471826230e+00,4.063993045932043024e+00
3.811171527434503159e-01,8.233559534371238442e+00,4.068063492598835929e+00
3.816114681166584144e-01,8.232287437637513250e+00,4.072133153244413606e+00
3.821057834898665129e-01,8.229743244170064642e+00,4.076201870664534432e+00
3.826000988630746669e-01,8.227199050702616034e+00,4.080269330450711607e+00
3.830944142362827654e-01,8.223382760501442235e+00,4.084335218194459216e+00
3.835887296094908638e-01,8.218930421933405839e+00,4.088399062283048835e+00
3.840830449826989623e-01,8.215114131732232039e+00,4.092460862716480463e+00
3.845773603559070608e-01,8.211297841531058239e+00,4.096520776698997501e+00
3.850716757291151593e-01,8.206845502963023620e+00,4.100578647026356549e+00
3.855659911023232578e-01,8.203029212761849820e+00,4.104634473698557606e+00
3.860603064755314118e-01,8.198576874193813424e+00,4.108688256715600673e+00
3.865546218487395103e-01,8.194760583992639624e+00,4.112739996077485749e+00
3.870489372219476087e-01,8.190944293791465824e+00,4.116789848988455347e+00
3.875432525951557072e-01,8.186491955223429429e+00,4.120837658244266954e+00
3.880375679683638057e-01,8.182039616655394809e+00,4.124883266640678059e+00
3.885318833415719042e-01,8.177587278087358413e+00,4.128926674177687772e+00
3.890261987147800027e-01,8.172498891152459422e+00,4.132967723651053582e+00
3.895205140879881567e-01,8.168046552584424802e+00,4.137006415060776376e+00
3.900148294611962552e-01,8.163594214016388406e+00,4.141042905611097780e+00
3.905091448344043537e-01,8.159141875448352010e+00,4.145077195302018680e+00
3.910034602076124521e-01,8.154689536880315615e+00,4.149109284133538189e+00
3.914977755808205506e-01,8.150873246679143591e+00,4.153139329309899708e+00
3.919920909540286491e-01,8.147056956477968015e+00,4.157167488035346636e+00
3.924864063272368031e-01,8.143876714643656811e+00,4.161193917514121487e+00
3.929807217004449016e-01,8.140696472809345607e+00,4.165218774950466774e+00
3.934750370736530001e-01,8.137516230975034404e+00,4.169242060344382494e+00
3.939693524468610986e-01,8.134335989140723200e+00,4.173263773695869538e+00
3.944636678200691970e-01,8.131791795673274592e+00,4.177284072209170418e+00
3.949579831932772955e-01,8.128611553838963388e+00,4.181302955884284245e+00
3.954522985664853940e-01,8.125431312004652185e+00,4.185320267516969395e+00
3.959466139396935480e-01,8.122251070170339204e+00,4.189336007107225868e+00
3.964409293129016465e-01,8.118434779969167181e+00,4.193350017450809375e+00
3.969352446861097450e-01,8.115254538134855977e+00,4.197362298547720805e+00
3.974295600593178435e-01,8.113346393034268189e+00,4.201373322010688582e+00
3.979238754325259420e-01,8.113346393034268189e+00,4.205383873860927935e+00
3.984181908057340404e-01,8.114618489767993381e+00,4.209394740119653200e+00
3.989125061789421389e-01,8.117798731602304585e+00,4.213406706808078717e+00
3.994068215521502929e-01,8.122251070170339204e+00,4.217420559947419711e+00
3.999011369253583914e-01,8.127975505472100792e+00,4.221436928354647122e+00
4.003954522985664899e-01,8.133699940773860604e+00,4.225456126438246862e+00
4.008897676717745884e-01,8.138152279341897000e+00,4.229477839789733906e+00
4.013840830449826869e-01,8.139424376075622192e+00,4.233500967979407115e+00
4.018783984181907853e-01,8.138788327708759596e+00,4.237524253373322836e+00
4.023727137913989393e-01,8.135608085874448392e+00,4.241546595541781706e+00
4.028670291646070378e-01,8.130519698939549400e+00,4.245566894055082585e+00
4.033613445378151363e-01,8.123523166904064396e+00,4.249584205687767735e+00
4.038556599110232348e-01,8.115254538134855977e+00,4.253597744418622817e+00
4.043499752842313333e-01,8.106985909365645782e+00,4.257607195839161918e+00
4.048442906574394318e-01,8.098717280596435586e+00,4.261612559949385037e+00
4.053386060306475303e-01,8.091084700194087986e+00,4.265613993953534688e+00
4.058329214038556843e-01,8.084088168158602983e+00,4.269611812260097672e+00
4.063272367770637827e-01,8.077091636123117979e+00,4.273606172073315612e+00
4.068215521502718812e-01,8.070731152454495572e+00,4.277597230597432798e+00
4.073158675234799797e-01,8.064370668785873164e+00,4.281585145036691742e+00
4.078101828966880782e-01,8.058010185117250757e+00,4.285569915391091556e+00
4.083044982698961767e-01,8.051649701448626573e+00,4.289551541660633127e+00
4.087988136431042752e-01,8.044653169413141569e+00,4.293529866641073056e+00
4.092931290163124292e-01,8.037020589010795746e+00,4.297504575923926318e+00
4.097874443895205276e-01,8.029388008608448146e+00,4.301475512304949511e+00
4.102817597627286261e-01,8.021755428206100547e+00,4.305442675784142637e+00
4.107760751359367246e-01,8.014758896170615543e+00,4.309406223565748206e+00
4.112703905091448231e-01,8.007762364135130539e+00,4.313366312854009621e+00
4.117647058823529216e-01,8.001401880466508132e+00,4.317323100853169393e+00
4.122590212555610756e-01,7.995677445164746544e+00,4.321276901971714324e+00
4.127533366287691741e-01,7.990589058229849329e+00,4.325228030618129438e+00
4.132476520019772726e-01,7.985500671294950337e+00,4.329176643996657248e+00
4.137419673751853710e-01,7.980412284360052233e+00,4.333122742107298642e+00
4.142362827483934695e-01,7.974687849058291533e+00,4.337066167745810219e+00
4.147305981216015680e-01,7.968963413756531722e+00,4.341006763707949467e+00
4.152249134948096665e-01,7.962602930087908426e+00,4.344944372789472986e+00
4.157192288680178205e-01,7.956242446419286019e+00,4.348878837786138263e+00
4.162135442412259190e-01,7.950518011117525319e+00,4.352810315902187810e+00
4.167078596144340175e-01,7.945429624182627215e+00,4.356739121546107540e+00
4.172021749876421159e-01,7.940341237247729111e+00,4.360665411922140855e+00
4.176964903608502144e-01,7.936524947046555312e+00,4.364589501438772778e+00
4.181908057340583129e-01,7.932708656845381512e+00,4.368511704504490112e+00
4.186851211072664114e-01,7.928892366644207712e+00,4.372432021119291967e+00
4.191794364804745654e-01,7.925712124809896508e+00,4.376350608487422633e+00
4.196737518536826639e-01,7.921259786241860112e+00,4.380267309404637821e+00
4.201680672268907624e-01,7.916171399306962897e+00,4.384181652258209105e+00
4.206623826000988609e-01,7.911083012372063905e+00,4.388093479843893086e+00
4.211566979733069593e-01,7.905358577070304094e+00,4.392002634957448137e+00
4.216510133465150578e-01,7.899634141768543394e+00,4.395908960394629972e+00
4.221453287197231563e-01,7.895181803200506998e+00,4.399812770563925390e+00
4.226396440929313103e-01,7.890729464632471490e+00,4.403714379873820306e+00
4.231339594661394088e-01,7.886913174431297691e+00,4.407613945528556343e+00
4.236282748393475073e-01,7.883732932596986487e+00,4.411511781936620302e+00
4.241225902125556058e-01,7.881188739129536991e+00,4.415408203506498097e+00
4.246169055857637042e-01,7.878644545662088383e+00,4.419303367442433128e+00
4.251112209589718027e-01,7.876100352194638887e+00,4.423197273744424507e+00
4.256055363321799567e-01,7.873556158727190279e+00,4.427089922412473122e+00
4.260998517053880552e-01,7.870375916892879076e+00,4.430981156242334684e+00
4.265941670785961537e-01,7.866559626691705276e+00,4.434870660825524169e+00
4.270884824518042522e-01,7.863379384857394072e+00,4.438758436162041576e+00
4.275827978250123507e-01,7.858927046289357676e+00,4.442644325047643505e+00
4.280771131982204492e-01,7.853838659354458684e+00,4.446527855869601531e+00
4.285714285714285476e-01,7.849386320786423177e+00,4.450409028627915653e+00
4.290657439446367016e-01,7.844297933851525073e+00,4.454287843322586760e+00
4.295600593178448001e-01,7.839209546916627858e+00,4.458164142749370562e+00
4.300543746910528986e-01,7.834757208348591462e+00,4.462038084112510461e+00
4.305486900642609971e-01,7.830304869780555066e+00,4.465909824616249857e+00
4.310430054374690956e-01,7.826488579579381266e+00,4.469779521464831262e+00
4.315373208106771941e-01,7.823308337745070062e+00,4.473647489066740590e+00
4.320316361838852925e-01,7.819492047543896263e+00,4.477513727421977840e+00
4.325259515570934465e-01,7.815039708975859867e+00,4.481377922122057100e+00
4.330202669303015450e-01,7.809951322040962651e+00,4.485239758758492457e+00
4.335145823035096435e-01,7.804226886739201952e+00,4.489098922922797996e+00
4.340088976767177420e-01,7.797230354703716948e+00,4.492954943002245294e+00
4.345032130499258405e-01,7.790869871035093652e+00,4.496807661792590949e+00
4.349975284231339390e-01,7.783873338999608649e+00,4.500657079293834961e+00
4.354918437963420930e-01,7.776876806964123645e+00,4.504503038301735707e+00
4.359861591695501915e-01,7.770516323295501238e+00,4.508345696020533921e+00
4.364804745427582899e-01,7.764155839626878830e+00,4.512185209654473894e+00
4.369747899159663884e-01,7.759067452691979838e+00,4.516021893612041538e+00
4.374691052891744869e-01,7.753979065757082623e+00,4.519856062301722766e+00
4.379634206623825854e-01,7.747618582088459327e+00,4.523687401315030776e+00
4.384577360355906839e-01,7.742530195153561223e+00,4.527515910651966458e+00
4.389520514087988379e-01,7.736805759851799635e+00,4.531341747516773211e+00
4.394463667820069364e-01,7.731081324550039824e+00,4.535164754705206747e+00
4.399406821552150348e-01,7.725992937615141720e+00,4.538985089421510466e+00
4.404349975284231333e-01,7.719632453946518424e+00,4.542802594461441856e+00
4.409293129016312318e-01,7.714544067011621209e+00,4.546617269825000029e+00
4.414236282748393303e-01,7.709455680076722217e+00,4.550429429920671787e+00
4.419179436480474288e-01,7.703731244774962406e+00,4.554238917544213727e+00
4.424122590212555828e-01,7.698642857840063414e+00,4.558045732695626739e+00
4.429065743944636813e-01,7.692918422538303602e+00,4.561849875374909935e+00
4.434008897676717798e-01,7.687830035603405499e+00,4.565651345582063314e+00
4.438952051408798782e-01,7.682741648668507395e+00,4.569450300521329389e+00
4.443895205140879767e-01,7.677653261733608403e+00,4.573246740192709048e+00
4.448838358872960752e-01,7.673200923165572007e+00,4.577040821800444803e+00
4.453781512605042292e-01,7.668748584597537388e+00,4.580832702548780055e+00
4.458724666337123277e-01,7.664296246029500992e+00,4.584622382437713917e+00
4.463667820069204262e-01,7.661116004195189788e+00,4.588410175875733188e+00
4.468610973801285247e-01,7.656663665627153392e+00,4.592196082862836981e+00
4.473554127533366231e-01,7.653483423792842189e+00,4.595980103399026184e+00
