nu,mu_meV,E_meV
6.396440929312902091e-01,6.317145805015199400e+00,5.951047209205100330e+00
6.401384083044983075e-01,6.312693466447163004e+00,5.954168771061615573e+00
6.406327236777064060e-01,6.306969031145403193e+00,5.957287817650244399e+00
6.411270390509145045e-01,6.300608547476779897e+00,5.960403877358257496e+00
6.416213544241226030e-01,6.294248063808156601e+00,5.963516792981412351e+00
6.421156697973307015e-01,6.287887580139534194e+00,5.966626564519708964e+00
6.426099851705388000e-01,6.280891048104049190e+00,5.969733034768903934e+00
6.431043005437468985e-01,6.273258467701701591e+00,5.972835889320512237e+00
6.435986159169549969e-01,6.266261935666216587e+00,5.975935128174532984e+00
6.440929312901630954e-01,6.259265403630731583e+00,5.979030908535209576e+00
6.445872466633711939e-01,6.251632823228384872e+00,5.982123073198298613e+00
6.450815620365792924e-01,6.243364194459175565e+00,5.985211307755315069e+00
6.455758774097873909e-01,6.235095565689965369e+00,5.988295455002015544e+00
6.460701927829956004e-01,6.226826936920756062e+00,5.991375514938400038e+00
6.465645081562036989e-01,6.218558308151546754e+00,5.994451487564468550e+00
6.470588235294117974e-01,6.209653631015474851e+00,5.997523215675977681e+00
6.475531389026198958e-01,6.200748953879402947e+00,6.000590542068684918e+00
6.480474542758279943e-01,6.191208228376469336e+00,6.003653309538347749e+00
6.485417696490360928e-01,6.181667502873533948e+00,6.006711360880722772e+00
6.490360850222441913e-01,6.172126777370600337e+00,6.009764696095809988e+00
6.495304003954522898e-01,6.161313955133941533e+00,6.012813000775124372e+00
6.500247157686603883e-01,6.150501132897282730e+00,6.015855960510179123e+00
6.505190311418684868e-01,6.139052262293761331e+00,6.018893418096731729e+00
6.510133465150765852e-01,6.126331294956516516e+00,6.021924901922052875e+00
6.515076618882846837e-01,6.113610327619271700e+00,6.024950097577657537e+00
6.520019772614927822e-01,6.100253311915163401e+00,6.027968847859302315e+00
6.524962926347009917e-01,6.085624199477330798e+00,6.030980681154258782e+00
6.529906080079090902e-01,6.070359038672636487e+00,6.033985125849797626e+00
6.534849233811171887e-01,6.053821781134216096e+00,6.036981710333190421e+00
6.539792387543252872e-01,6.036012426862072289e+00,6.039969805787465340e+00
6.544735541275333857e-01,6.018203072589929370e+00,6.042949097804136471e+00
6.549678695007414841e-01,5.999121621584061259e+00,6.045919271974717901e+00
6.554621848739495826e-01,5.978132025477606248e+00,6.048879542277995291e+00
6.559565002471576811e-01,5.956506381004288642e+00,6.051829279896996816e+00
6.564508156203657796e-01,5.934880736530971035e+00,6.054768327627479962e+00
6.569451309935738781e-01,5.912619043690790832e+00,6.057696528265201330e+00
6.574394463667819766e-01,5.889721302483749810e+00,6.060613567401675894e+00
6.579337617399900751e-01,5.865551464542983595e+00,6.063518973424173453e+00
6.584280771131981735e-01,5.840745578235354785e+00,6.066412274719966469e+00
6.589223924864062720e-01,5.815939691927725974e+00,6.069293314084811541e+00
6.594167078596144815e-01,5.789861708886371972e+00,6.072161777110223646e+00
6.599110232328225800e-01,5.763783725845017969e+00,6.075017349387715093e+00
6.604053386060306785e-01,5.737705742803665743e+00,6.077860030917286771e+00
6.608996539792387770e-01,5.712263808129174336e+00,6.080689978903182080e+00
6.613939693524468755e-01,5.688093970188408122e+00,6.083507664958129446e+00
6.618882847256549740e-01,5.665832277348227919e+00,6.086313875103343207e+00
6.623826000988630724e-01,5.648658971442946708e+00,6.089110338585496329e+00
6.628769154720711709e-01,5.642298487774324300e+00,6.091900985510661393e+00
6.633712308452792694e-01,5.650567116543534496e+00,6.094692104048554882e+00
6.638655462184873679e-01,5.676645099584886722e+00,6.097491711615566246e+00
6.643598615916954664e-01,5.721804533632107947e+00,6.100308926057785186e+00
6.648541769649035649e-01,5.787953563785785960e+00,6.103153651242514854e+00
6.653484923381116634e-01,5.875092190045917206e+00,6.106036262649789492e+00
6.658428077113198729e-01,5.977495977110743652e+00,6.108965720921455400e+00
6.663371230845279714e-01,6.092620731512814913e+00,6.111948943044200000e+00
6.668314384577360698e-01,6.210925727749199154e+00,6.114989859124096760e+00
6.673257538309441683e-01,6.330502820719306811e+00,6.118089569590845933e+00
6.678200692041522668e-01,6.448807816955691052e+00,6.121248074444448406e+00
6.683143845773603653e-01,6.555027894221691298e+00,6.124462072395802537e+00
6.688086999505684638e-01,6.638986278647511341e+00,6.127723074415789561e+00
6.693030153237765623e-01,6.703227163700601565e+00,6.131020705024377904e+00
6.697973306969846607e-01,6.743298210812924687e+00,6.134344117128804896e+00
6.702916460701927592e-01,6.763651758552517101e+00,6.137682463636309649e+00
6.707859614434008577e-01,6.763651758552517101e+00,6.141025840679588121e+00
6.712802768166089562e-01,6.743934259179786395e+00,6.144364344391336274e+00
6.717745921898170547e-01,6.712767889203535177e+00,6.147690271763650571e+00
6.722689075630252642e-01,6.680329422493558766e+00,6.151000478711673658e+00
6.727632229362333627e-01,6.646618859049858941e+00,6.154294336418431932e+00
6.732575383094414612e-01,6.613544343973019934e+00,6.157571687679682881e+00
6.737518536826495597e-01,6.581741925629906120e+00,6.160833004108155819e+00
6.742461690558576581e-01,6.549939507286792306e+00,6.164078600112336659e+00
6.747404844290657566e-01,6.520045234044265392e+00,6.167308947304953826e+00
6.752347998022738551e-01,6.491423057535463670e+00,6.170524831707222546e+00
6.757291151754819536e-01,6.464072977760385363e+00,6.173726882136113758e+00
6.762234305486900521e-01,6.438631043085893957e+00,6.176915884612842689e+00
6.767177459218981506e-01,6.414461205145127742e+00,6.180092625158623676e+00
6.772120612951062490e-01,6.391563463938085832e+00,6.183257732590428546e+00
6.777063766683143475e-01,6.369937819464768225e+00,6.186411835725229125e+00
6.782006920415224460e-01,6.348948223358313214e+00,6.189555406175753838e+00
6.786950074147305445e-01,6.329866772352445103e+00,6.192689072758974511e+00
6.791893227879387540e-01,6.312057418080300408e+00,6.195813621496106371e+00
6.796836381611468525e-01,6.294884112175019197e+00,6.198929523999876956e+00
6.801779535343549510e-01,6.278982903003463178e+00,6.202037251883015578e+00
6.806722689075630495e-01,6.264353790565630575e+00,6.205137433962494065e+00
6.811665842807711480e-01,6.251632823228384872e+00,6.208230856259526753e+00
6.816608996539792464e-01,6.240183952624864361e+00,6.211318304795327983e+00
6.821552150271873449e-01,6.229371130388205557e+00,6.214400251182627066e+00
6.826495304003954434e-01,6.219194356518409350e+00,6.217477009829909917e+00
6.831438457736035419e-01,6.209653631015474851e+00,6.220548895145662449e+00
6.836381611468116404e-01,6.200748953879402947e+00,6.223616221538369686e+00
6.841324765200197389e-01,6.191844276743331044e+00,6.226679146212275029e+00
6.846267918932278373e-01,6.182939599607259140e+00,6.229737669167379366e+00
6.851211072664359358e-01,6.173398874104324641e+00,6.232791633199438408e+00
6.856154226396441453e-01,6.163858148601390141e+00,6.235840881104210531e+00
6.861097380128522438e-01,6.154953471465319126e+00,6.238885570085937360e+00
6.866040533860603423e-01,6.145412745962384626e+00,6.241925700144619782e+00
6.870983687592684408e-01,6.136508068826312723e+00,6.244961271280256909e+00
6.875926841324765393e-01,6.128239440057102527e+00,6.247992597901335543e+00
6.880869995056846378e-01,6.120606859654755816e+00,6.251019994416340708e+00
6.885813148788927363e-01,6.114246375986133408e+00,6.254043932438001718e+00
6.890756302521008347e-01,6.108521940684372709e+00,6.257064883579046999e+00
6.895699456253089332e-01,6.102797505382612009e+00,6.260083005043719950e+00
6.900642609985170317e-01,6.098981215181438209e+00,6.263098768444748998e+00
6.905585763717251302e-01,6.094528876613402701e+00,6.266112488190620056e+00
6.910528917449332287e-01,6.089440489678504598e+00,6.269123849872847209e+00
6.915472071181413272e-01,6.084988151110468202e+00,6.272132853491430460e+00
6.920415224913494256e-01,6.079899764175570098e+00,6.275139499046369806e+00
6.925358378645576352e-01,6.074175328873809399e+00,6.278143472129180225e+00
6.930301532377657336e-01,6.069086941938911295e+00,6.281144772739860827e+00
6.935244686109738321e-01,6.062726458270288887e+00,6.284143243674168211e+00
6.940187839841819306e-01,6.057002022968528188e+00,6.287138727727860754e+00
6.945130993573900291e-01,6.052549684400492680e+00,6.290131696513665993e+00
6.950074147305981276e-01,6.048097345832456284e+00,6.293122464440070729e+00
6.955017301038062261e-01,6.044917103998145080e+00,6.296111345915559987e+00
6.959960454770143246e-01,6.043008958897558180e+00,6.299098969757106481e+00
6.964903608502224230e-01,6.041100813796971281e+00,6.302085650373195236e+00
6.969846762234305215e-01,6.039828717063246089e+00,6.305071544968068764e+00
6.974789915966386200e-01,6.038556620329521785e+00,6.308056810745971354e+00
6.979733069698467185e-01,6.036648475228934885e+00,6.311041290502658718e+00
6.984676223430548170e-01,6.034740330128347985e+00,6.314024827033889231e+00
6.989619377162630265e-01,6.031560088294036781e+00,6.317007105931176980e+00
6.994562530894711250e-01,6.027107749726001273e+00,6.319987498377548363e+00
6.999505684626792235e-01,6.022019362791102282e+00,6.322965532760275842e+00
7.004448838358873219e-01,6.016294927489342470e+00,6.325940894670874393e+00
7.009391992090954204e-01,6.009934443820719174e+00,6.328913269700857214e+00
7.014335145823035189e-01,6.002937911785234171e+00,6.331882343441738392e+00
7.019278299555116174e-01,5.994669283016024863e+00,6.334847644280789503e+00
7.024221453287197159e-01,5.986400654246815556e+00,6.337808857809524632e+00
7.029164607019278144e-01,5.978132025477606248e+00,6.340765984027943780e+00
7.034107760751359129e-01,5.969227348341533457e+00,6.343718865731804435e+00
7.039050914483440113e-01,5.960322671205462441e+00,6.346667345716863196e+00
7.043994068215521098e-01,5.950781945702527054e+00,6.349611266778876661e+00
7.048937221947602083e-01,5.940605171832730846e+00,6.352550314509359808e+00
7.053880375679684178e-01,5.929792349596072043e+00,6.355484174499827610e+00
7.058823529411765163e-01,5.918343478992552420e+00,6.358412532341792378e+00
7.063766683143846148e-01,5.904986463288445009e+00,6.361334759218283175e+00
7.068709836875927133e-01,5.889721302483749810e+00,6.364249911903842261e+00
7.073652990608008118e-01,5.871911948211606003e+00,6.367156889968769384e+00
7.078596144340089102e-01,5.852830497205737004e+00,6.370054750187606807e+00
7.083539298072170087e-01,5.832476949466144589e+00,6.372942863743383590e+00
7.088482451804251072e-01,5.810215256625966163e+00,6.375820444614884508e+00
7.093425605536332057e-01,5.786681467052060768e+00,6.378686706780895221e+00
7.098368759268413042e-01,5.763147677478157149e+00,6.381541335832928930e+00
7.103311913000494027e-01,5.740249936271114350e+00,6.384384488975229921e+00
7.108255066732575012e-01,5.724984775466419151e+00,6.387218209862955298e+00
7.113198220464655996e-01,5.718624291797796744e+00,6.390046585806421042e+00
7.118141374196736981e-01,5.723712678732695736e+00,6.392874647341401761e+00
7.123084527928819076e-01,5.741522033004839543e+00,6.395708368229128027e+00
7.128027681660900061e-01,5.772052354614228165e+00,6.398554036639315434e+00
7.132970835392981046e-01,5.814031546827139962e+00,6.401417626333196331e+00
7.137913989125062031e-01,5.866823561276707011e+00,6.404304639459271975e+00
7.142857142857143016e-01,5.924067914294312232e+00,6.407218848919373322e+00
7.147800296589224001e-01,5.983856460779366060e+00,6.410161983960172449e+00
7.152743450321304985e-01,6.042372910530696473e+00,6.413134358990155270e+00
7.157686604053385970e-01,6.091348634779091498e+00,6.416133301537191969e+00
7.162629757785466955e-01,6.127603391690241708e+00,6.419153309452780398e+00
7.167572911517547940e-01,6.152409277997869630e+00,6.422188408975689100e+00
7.172516065249628925e-01,6.165130245335115333e+00,6.425232783548930016e+00
7.177459218981709910e-01,6.165130245335115333e+00,6.428280302207029173e+00
7.182402372713790895e-01,6.152409277997868742e+00,6.431324676780270089e+00
7.187345526445872990e-01,6.128875488423965123e+00,6.434360090711664704e+00
7.192288680177953974e-01,6.101525408648887705e+00,6.437382928303625462e+00
7.197231833910034959e-01,6.074175328873810287e+00,6.440392246330694626e+00
7.202174987642115944e-01,6.046189200731869384e+00,6.443387887588629681e+00
7.207118141374196929e-01,6.018203072589928482e+00,6.446369694873187228e+00
7.212061295106277914e-01,5.991489041181713660e+00,6.449337982592854068e+00
7.217004448838358899e-01,5.965411058140359657e+00,6.452293222360358627e+00
7.221947602570439884e-01,5.939969123465868250e+00,6.455235728584185928e+00
7.226890756302520868e-01,5.915799285525102036e+00,6.458165972877065286e+00
7.231833910034601853e-01,5.892265495951198417e+00,6.461084426851726015e+00
7.236777063766682838e-01,5.870003803111018215e+00,6.463991562120895651e+00
7.241720217498763823e-01,5.849650255371425800e+00,6.466888164705790309e+00
7.246663371230844808e-01,5.834385094566730601e+00,6.469775963853081180e+00
7.251606524962925793e-01,5.826752514164383001e+00,6.472658103647626504e+00
7.256549678695007888e-01,5.826116465797522181e+00,6.475538199787014726e+00
7.261492832427088873e-01,5.832476949466144589e+00,6.478419710764588224e+00
7.266435986159169858e-01,5.843925820069664212e+00,6.481305623460963616e+00
7.271379139891250842e-01,5.861735174341808019e+00,6.484198767552513232e+00
7.276322293623331827e-01,5.884632915548850818e+00,6.487101972715610287e+00
7.281265447355412812e-01,5.908166705122756213e+00,6.490016653788440948e+00
7.286208601087493797e-01,5.925976059394900020e+00,6.492941553137061561e+00
7.291151754819574782e-01,5.937424929998421419e+00,6.495873683880856397e+00
7.296094908551655767e-01,5.943149365300181231e+00,6.498810059139209727e+00
7.301038062283736751e-01,5.943785413667043827e+00,6.501748006439992622e+00
7.305981216015817736e-01,5.938060978365284015e+00,6.504684696106831865e+00
7.310924369747898721e-01,5.927884204495486031e+00,6.507617455667598527e+00
7.315867523479979706e-01,5.914527188791378620e+00,6.510544398671377131e+00
7.320810677212061801e-01,5.903714366554719817e+00,6.513465367913925164e+00
7.325753830944142786e-01,5.896717834519234813e+00,6.516381935437670414e+00
7.330696984676223771e-01,5.892901544318061013e+00,6.519295830489285848e+00
7.335640138408304756e-01,5.892901544318061013e+00,6.522208782315444431e+00
7.340583292140385741e-01,5.896081786152372217e+00,6.525122520162817352e+00
7.345526445872466725e-01,5.899898076353546017e+00,6.528037987256862351e+00
7.350469599604547710e-01,5.903714366554719817e+00,6.530955340801821940e+00
7.355412753336628695e-01,5.906258560022168425e+00,6.533874266389211094e+00
7.360355907068709680e-01,5.906894608389031021e+00,6.536793977997814586e+00
7.365299060800790665e-01,5.906258560022168425e+00,6.539713689606418079e+00
7.370242214532871650e-01,5.904350414921582413e+00,6.542632772398050633e+00
7.375185368264952634e-01,5.901170173087271209e+00,6.545550597555739536e+00
7.380128521997033619e-01,5.897989931252960005e+00,6.548466850670998873e+00
7.385071675729115714e-01,5.895445737785509621e+00,6.551381688948072934e+00
7.390014829461196699e-01,5.893537592684921833e+00,6.554295426795445856e+00
7.394957983193277684e-01,5.892265495951198417e+00,6.557208378621604439e+00
7.399901136925358669e-01,5.890357350850610629e+00,6.560120544426547795e+00
7.404844290657439654e-01,5.887813157383162022e+00,6.563031609801790900e+00
7.409787444389520639e-01,5.885268963915713414e+00,6.565941417543090353e+00
7.414730598121601624e-01,5.882724770448264806e+00,6.568849967650447041e+00
7.419673751853682608e-01,5.879544528613953602e+00,6.571757102919616678e+00
7.424616905585763593e-01,5.875728238412779803e+00,6.574662508942114236e+00
7.429560059317844578e-01,5.871911948211606003e+00,6.577566028513697205e+00
7.434503213049925563e-01,5.868731706377294799e+00,6.580467818838608096e+00
7.439446366782006548e-01,5.866187512909846191e+00,6.583368194325332823e+00
7.444389520514087533e-01,5.864279367809258403e+00,6.586267469382356410e+00
7.449332674246168517e-01,5.863007271075534987e+00,6.589165958418165658e+00
7.454275827978250613e-01,5.862371222708672391e+00,6.592063975841246481e+00
7.459999999999999964e-01,5.862768456153148122e+00,6.595419811666288545e+00
7.466365914786967650e-01,5.855417019460827710e+00,6.599149660176070853e+00
7.472731829573935336e-01,5.848056341479506592e+00,6.602874825882435239e+00
7.479097744360901912e-01,5.840686387270407565e+00,6.606595302891334676e+00
7.485463659147869597e-01,5.833307121674033979e+00,6.610311085286411981e+00
7.491829573934837283e-01,5.825918509308222859e+00,6.614022167128855045e+00
7.498195488721804969e-01,5.818520514566165147e+00,6.617728542457256502e+00
7.504561403508771544e-01,5.811113101614394871e+00,6.621430205287468951e+00
7.510927318295739230e-01,5.803696234390772091e+00,6.625127149612462851e+00
7.517293233082706916e-01,5.796269876602432092e+00,6.628819369402177308e+00
7.523659147869674602e-01,5.788833991723715933e+00,6.632506858603374411e+00
7.530025062656641177e-01,5.781388542994070789e+00,6.636189611139487354e+00
7.536390977443608863e-01,5.773933493415927209e+00,6.639867620910474777e+00
7.542756892230576549e-01,5.766468805752564819e+00,6.643540881792666219e+00
7.549122807017544234e-01,5.758994442525930957e+00,6.647209387638609357e+00
7.555488721804510810e-01,5.751510366014454867e+00,6.650873132276916344e+00
7.561854636591478496e-01,5.744016538250814818e+00,6.654532109512108384e+00
7.568220551378446181e-01,5.736512921019705225e+00,6.658186313124457634e+00
7.574586466165413867e-01,5.728999475855552248e+00,6.661835736869829105e+00
7.580952380952380443e-01,5.721476164040216972e+00,6.665480374479519909e+00
7.587318295739348128e-01,5.713942946600666595e+00,6.669120219660100268e+00
7.593684210526315814e-01,5.706399784306621648e+00,6.672755266093246540e+00
7.600050125313283500e-01,5.698846637668170345e+00,6.676385507435579569e+00
7.606416040100250076e-01,5.691283466933358071e+00,6.680010937318497710e+00
7.612781954887217761e-01,5.683710232085740444e+00,6.683631549348009848e+00
7.619147869674185447e-01,5.676126892841921290e+00,6.687247337104565759e+00
7.625513784461153133e-01,5.668533408649052419e+00,6.690858294142884688e+00
7.631879699248120819e-01,5.660929738682295209e+00,6.694464413991784824e+00
7.638245614035087394e-01,5.653315841842269762e+00,6.698065690154006546e+00
7.644611528822055080e-01,5.645691676752452537e+00,6.701662116106041012e+00
7.650977443609022766e-01,5.638057201756565107e+00,6.705253685297947186e+00
7.657343358395990451e-01,5.630412374915910512e+00,6.708840391153178651e+00
7.663709273182957027e-01,5.622757154006688296e+00,6.712422227068398861e+00
7.670075187969924713e-01,5.615091496517269576e+00,6.715999186413302624e+00
7.676441102756892398e-01,5.607415359645449016e+00,6.719571262530426914e+00
7.682807017543860084e-01,5.599728700295654171e+00,6.723138448734969685e+00
7.689172932330826660e-01,5.592031475076121083e+00,6.726700738314598915e+00
7.695538847117794345e-01,5.584323640296036118e+00,6.730258124529266084e+00
7.701904761904762031e-01,5.576605151962646723e+00,6.733810600611012553e+00
7.708270676691729717e-01,5.568875965778325998e+00,6.737358159763777721e+00
7.714636591478696293e-01,5.561136037137615062e+00,6.740900795163201842e+00
7.721002506265663978e-01,5.553385321124206797e+00,6.744438499956433297e+00
7.727368421052631664e-01,5.545623772507918048e+00,6.747971267261925199e+00
7.733734335839599350e-01,5.537851345741605869e+00,6.751499090169238215e+00
7.740100250626565925e-01,5.530067994958043798e+00,6.755021961738833625e+00
7.746466165413533611e-01,5.522273673966768825e+00,6.758539875001875252e+00
7.752832080200501297e-01,5.514468336250883063e+00,6.762052822960014531e+00
7.759197994987468983e-01,5.506651934963816331e+00,6.765560798585187996e+00
7.765563909774435558e-01,5.498824422926040789e+00,6.769063794819403235e+00
7.771929824561403244e-01,5.490985752621751814e+00,6.772561804574527500e+00
7.778295739348370930e-01,5.483135876195501801e+00,6.776054820732070993e+00
7.784661654135338615e-01,5.475274745448794889e+00,6.779542836142970152e+00
7.791027568922306301e-01,5.467402311836629281e+00,6.783025843627369156e+00
7.797393483709272877e-01,5.459518526464004040e+00,6.786503835974396992e+00
7.803759398496240562e-01,5.451623340082369040e+00,6.789976805941944527e+00
7.810125313283208248e-01,5.443716703086044717e+00,6.793444746256437128e+00
7.816491228070175934e-01,5.435798565508580538e+00,6.796907649612606406e+00
7.822857142857142509e-01,5.427868877019076166e+00,6.800365508673260173e+00
7.829223057644110195e-01,5.419927586918433349e+00,6.803818316069049743e+00
7.835588972431077881e-01,5.411974644135597146e+00,6.807266064398232785e+00
7.841954887218045567e-01,5.404009997223708339e+00,6.810708746226435295e+00
7.848320802005012142e-01,5.396033594356223873e+00,6.814146354086411783e+00
7.854686716791979828e-01,5.388045383322982218e+00,6.817578880477803693e+00
7.861052631578947514e-01,5.380045311526219010e+00,6.821006317866891600e+00
7.867418546365915200e-01,5.372033325976525830e+00,6.824428658686347404e+00
7.873784461152881775e-01,5.364009373288750382e+00,6.827845895334985649e+00
7.880150375939849461e-01,5.355973399677852242e+00,6.831258020177508605e+00
7.886516290726817147e-01,5.347925350954693791e+00,6.834665025544251371e+00
7.892882205513784832e-01,5.339865172521777836e+00,6.838066903730921631e+00
7.899248120300751408e-01,5.331792809368927522e+00,6.841463646998340309e+00
7.905614035087719094e-01,5.323708206068900495e+00,6.844855247572176893e+00
7.911979949874686779e-01,5.315611306772957789e+00,6.848241697642680315e+00
7.918345864661654465e-01,5.307502055206352765e+00,6.851622989364413385e+00
7.924711779448621041e-01,5.299380394663779192e+00,6.854999114855975684e+00
7.931077694235588726e-01,5.291246268004730524e+00,6.858370066199732662e+00
7.937443609022556412e-01,5.283099617648822743e+00,6.861735835441532316e+00
7.943809523809524098e-01,5.274940385571034618e+00,6.865096414590427187e+00
7.950175438596491784e-01,5.266768513296881338e+00,6.868451795618387479e+00
7.956541353383458359e-01,5.258583941897533975e+00,6.871801970460015063e+00
7.962907268170426045e-01,5.250386611984851903e+00,6.875146931012253049e+00
7.969273182957393731e-01,5.242176463706360146e+00,6.878486669134090015e+00
7.975639097744361417e-01,5.233953436740154785e+00,6.881821176646262472e+00
7.982005012531327992e-01,5.225717470289724886e+00,6.885150445330955549e+00
7.988370927318295678e-01,5.217468503078709574e+00,6.888474466931501894e+00
7.994736842105263364e-01,5.209206473345584953e+00,6.891793233152068154e+00
8.001102756892231049e-01,5.200931318838261319e+00,6.895106735657349439e+00
8.007468671679197625e-01,5.192642976808619082e+00,6.898414966072254018e+00
8.013834586466165311e-01,5.184341384006943443e+00,6.901717915981586238e+00
8.020200501253132996e-01,5.176026476676310217e+00,6.905015576929723231e+00
8.026566416040100682e-01,5.167698190546863302e+00,6.908307940420293392e+00
8.032932330827067258e-01,5.159356460830022861e+00,6.911594997915844196e+00
8.039298245614034943e-01,5.151001222212595820e+00,6.914876740837514468e+00
8.045664160401002629e-01,5.142632408850822401e+00,6.918153160564695092e+00
8.052030075187970315e-01,5.134249954364314306e+00,6.921424248434690618e+00
8.058395989974936890e-01,5.125853791829916517e+00,6.924689995742376425e+00
8.064761904761904576e-01,5.117443853775464291e+00,6.927950393739849666e+00
8.071127819548872262e-01,5.109020072173473537e+00,6.931205433636079327e+00
8.077493734335839948e-01,5.100582378434700637e+00,6.934455106596548291e+00
8.083859649122806523e-01,5.092130703401647196e+00,6.937699403742897175e+00
8.090225563909774209e-01,5.083664977341928903e+00,6.940938316152557519e+00
8.096591478696741895e-01,5.075185129941573337e+00,6.944171834858384962e+00
8.102957393483709581e-01,5.066691090298204969e+00,6.947399950848286210e+00
8.109323308270677266e-01,5.058182786914127149e+00,6.950622655064842448e+00
8.115689223057643842e-01,5.049660147689301937e+00,6.953839938404929200e+00
8.122055137844611528e-01,5.041123099914214478e+00,6.957051791719329081e+00
8.128421052631579213e-01,5.032571570262646787e+00,6.960258205812342780e+00
8.134786967418545789e-01,5.024005484784328068e+00,6.963459171441392037e+00
8.141152882205513475e-01,5.015424768897462471e+00,6.966654679316624410e+00
8.147518796992481160e-01,5.006829347381167139e+00,6.969844720100502933e+00
8.153884711779448846e-01,4.998219144367769040e+00,6.973029284407400219e+00
8.160250626566416532e-01,4.989594083334998764e+00,6.976208362803185459e+00
8.166616541353383107e-01,4.980954087098051986e+00,6.979381945804801646e+00
8.172982456140350793e-01,4.972299077801530132e+00,6.982550023879844581e+00
8.179348370927318479e-01,4.963628976911257595e+00,6.985712587446132105e+00
8.185714285714286165e-01,4.954943705205968385e+00,6.988869626871267116e+00
8.192080200501252740e-01,4.946243182768860436e+00,6.992021132472201472e+00
8.198446115288220426e-01,4.937527328979007812e+00,6.995167094514788353e+00
8.204812030075188112e-01,4.928796062502660114e+00,6.998307503213330172e+00
8.211177944862155798e-01,4.920049301284376675e+00,7.001442348730124721e+00
8.217543859649122373e-01,4.911286962538031986e+00,7.004571621174999763e+00
8.223909774436090059e-01,4.902508962737671894e+00,7.007695310604849404e+00
8.230275689223057745e-01,4.893715217608228585e+00,7.010813407023155364e+00
8.236641604010025430e-01,4.884905642116080138e+00,7.013925900379509137e+00
8.243007518796992006e-01,4.876080150459452867e+00,7.017032780569125272e+00
8.249373433583959692e-01,4.867238656058672674e+00,7.020134037432352869e+00
8.255739348370927377e-01,4.858381071546260088e+00,7.023229660754171988e+00
8.262105263157895063e-01,4.849507308756852986e+00,7.026319640263691824e+00
8.268471177944862749e-01,4.840617278716971228e+00,7.029403965633640006e+00
8.274837092731829324e-01,4.831710891634603655e+00,7.032482626479842125e+00
8.281203007518797010e-01,4.822788056888630770e+00,7.035555612360700373e+00
8.287568922305764696e-01,4.813848683018066232e+00,7.038622912776660634e+00
8.293934837092731271e-01,4.804892677711119831e+00,7.041684517169674251e+00
8.300300751879698957e-01,4.795919947794071270e+00,7.044740414922654459e+00
8.306666666666666643e-01,4.786930399219968102e+00,7.047790595358922161e+00
8.313032581453634329e-01,4.777923937057119375e+00,7.050835047741647266e+00
8.319398496240602014e-01,4.768900465477399209e+00,7.053873761273281140e+00
8.325764411027568590e-01,4.759859887744356755e+00,7.056906725094982846e+00
8.332130325814536276e-01,4.750802106201106767e+00,7.059933928286038274e+00
8.338496240601503962e-01,4.741727022258031887e+00,7.062955359863266835e+00
8.344862155388471647e-01,4.732634536380258439e+00,7.065971008780427276e+00
8.351228070175438223e-01,4.723524548074917284e+00,7.068980863927609271e+00
8.357593984962405909e-01,4.714396955878185302e+00,7.071984914130622357e+00
8.363959899749373594e-01,4.705251657342108373e+00,7.074983148150368883e+00
8.370325814536341280e-01,4.696088549021175673e+00,7.077975554682218728e+00
8.376691729323307856e-01,4.686907526458675477e+00,7.080962122355366262e+00
8.383057644110275541e-01,4.677708484172793391e+00,7.083942839732183749e+00
8.389423558897243227e-01,4.668491315642482320e+00,7.086917695307564102e+00
8.395789473684210913e-01,4.659255913293069540e+00,7.089886677508252966e+00
8.402155388471177488e-01,4.650002168481602638e+00,7.092849774692175480e+00
8.408521303258145174e-01,4.640729971481938776e+00,7.095806975147753271e+00
8.414887218045112860e-01,4.631439211469573713e+00,7.098758267093204566e+00
8.421253132832080546e-01,4.622129776506179510e+00,7.101703638675843422e+00
8.427619047619048231e-01,4.612801553523868670e+00,7.104643077971366516e+00
8.433984962406014807e-01,4.603454428309178503e+00,7.107576572983127505e+00
8.440350877192982493e-01,4.594088285486744638e+00,7.110504111641403391e+00
8.446716791979950179e-01,4.584703008502698296e+00,7.113425681802648448e+00
8.453082706766916754e-01,4.575298479607735835e+00,7.116341271248738387e+00
8.459448621553884440e-01,4.565874579839880987e+00,7.119250867686206519e+00
8.465814536340852126e-01,4.556431189006936222e+00,7.122154458745463934e+00
8.472180451127819811e-01,4.546968185668591289e+00,7.125052031980009914e+00
8.478546365914787497e-01,4.537485447118202231e+00,7.127943574865634346e+00
8.484912280701754073e-01,4.527982849364233786e+00,7.130829074799602374e+00
8.491278195488721758e-01,4.518460267111330531e+00,7.133708519099833723e+00
8.497644110275689444e-01,4.508917573741057616e+00,7.136581895004065146e+00
8.504010025062657130e-01,4.499354641292248935e+00,7.139449189669000440e+00
8.510375939849623705e-01,4.489771340440988467e+00,7.142310390169451573e+00
8.516741854636591391e-01,4.480167540480202604e+00,7.145165483497463832e+00
8.523107769423559077e-01,4.470543109298866113e+00,7.148014456561428531e+00
8.529473684210526763e-01,4.460897913360799549e+00,7.150857296185182399e+00
8.535839598997493338e-01,4.451231817683044767e+00,7.153693989107093643e+00
8.542205513784461024e-01,4.441544685813827442e+00,7.156524521979133802e+00
8.548571428571428710e-01,4.431836379810090598e+00,7.159348881365936279e+00
8.554937343358396395e-01,4.422106760214565391e+00,7.162167053743838885e+00
